"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"Interpreting the peace: Peace operations, conflict and language in Bosnia-Herzegovina","M Kelly, C Baker - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=Ac5I5S8CKXMC&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=XOHxWUX5oj&sig=ZGTm0wo7eipzJ1bnbbf3lZmP3cU",NA
"The heart and soul of language teaching: Making inter-connections between holistic and second language education in the post-secondary context","M Charles - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/d29336973a54b9bffd76d7d77857df76/1?pq-origsite=gscholar&cbl=18750&diss=y","https://tspace.library.utoronto.ca/bitstream/1807/32680/8/Charles_Merlin_201206_PhD_small_group_interaction.m4v"
"Va 'a Tele: Pasifika learners riding the success wave on linguistically and culturally responsive pedagogies","R Siilata - 2014 - researchspace.auckland.ac.nz",2014,"https://researchspace.auckland.ac.nz/handle/2292/23402","https://researchspace.auckland.ac.nz/bitstream/handle/2292/23402/whole.pdf?sequence=2"
"Towards a Methodology for Intercomprehension-Based Language Instruction in Translator Training","M Ustaszewski - 2014 - academia.edu",2014,"http://www.academia.edu/download/40431321/dissertation_ustaszewski-final.pdf","http://www.academia.edu/download/40431321/dissertation_ustaszewski-final.pdf"
"Digital Libraries and Knowledge Organization","SR Kruk, B McDaniel - dsoergel.com",NA,"http://www.dsoergel.com/UBLIS514DS-Chapter1Soergel.pdf","http://www.dsoergel.com/UBLIS514DS-Chapter1Soergel.pdf"
"Speech recognition technology: a survey on Indian languages","G Hemakumar, P Punitha - International Journal of Information  …, 2013 - academia.edu",2013,"http://www.academia.edu/download/34681511/Vol2_No4_Paper1.pdf","http://www.academia.edu/download/34681511/Vol2_No4_Paper1.pdf"
"An introduction to bilingualism: Principles and processes","J Altarriba, RR Heredia - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=Kt-EMiXPa40C&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=xI8QbmdxKg&sig=lk57pOutmCPWM6hyubEVp7TjnRo",NA
"Against Plagiarism: A Guide for Editors and Authors","YHH Zhang - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=sSXUCgAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=YVABEJTOGi&sig=cR5GIFOkcEU7F0p2fg4iMRbwfL0",NA
"Conflict Prediction Through Geo-Spatial Interpolation of Radicalization in Syrian Social Media","A Haupt, C Warren - 2015 - dtic.mil",2015,"http://www.dtic.mil/docs/citations/ADA627136","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA627136"
"The adoption of learning strategies of multilingual adult learners of Chinese in South Texas","SC Hsu - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/38f7900bf273a327159f06b84846a16b/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Computational linguistics for metadata building (CLiMB): using text mining for the automatic identification, categorization, and disambiguation of subject terms for  …","JL Klavans, C Sheffield, E Abels, J Lin… - Multimedia Tools and  …, 2009 - Springer",2009,"http://www.springerlink.com/index/E24Q089137573P41.pdf","/scholar?output=instlink&q=info:FcD_kPacFK8J:scholar.google.com/&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2008&as_vis=1&scillfp=16779419658654702989&oi=lle"
"Language attitudes, linguistic knowledge, and the multicultural education of pre-service teachers: A sociolinguistic study","ME Paredes - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/617489769aff4aed39c3628012e3456e/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Surveillance in the Information Age: Text quantification, anomaly detection, and empirical evaluation","HM Lu - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/d7cea7a87bed5cdd6090958b9a6cb69a/1?pq-origsite=gscholar&cbl=18750&diss=y","http://arizona.openrepository.com/arizona/bitstream/10150/193893/1/azu_etd_10922_sip1_m.pdf"
"The mental lexicon and vocabulary learning: Implications for the foreign language classroom","S Kersten - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=NEOx13zHKVoC&oi=fnd&pg=PR11&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Nz0SD4XE6-&sig=4GiDm0muFRIJaC4LZ3QPtZqfnyQ",NA
"Phraseology in Corpus-Based Translation Studies: A Stylistic Study of Two Contemporary Chinese Translations of Cervantes's Don Quijote","M Ji - 2009 - spiral.imperial.ac.uk",2009,"https://spiral.imperial.ac.uk/handle/10044/1/4277","https://spiral.imperial.ac.uk/bitstream/10044/1/4277/1/Ji-M-2009-PhD-Thesis.pdf"
"Ancient Hebrew periodization and the language of the book of Jeremiah: the case for a sixth-century date of composition","A Hornkohl - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=EYWOAwAAQBAJ&oi=fnd&pg=PP5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=u7ek9Ylmkr&sig=t1o-AQUldXca-ln4GJPsinvZTX4",NA
"Removing boilerplate and duplicate content from web corpora","J Pomik,2011,"https://is.muni.cz/th/45523/fi_d/","https://is.muni.cz/th/45523/fi_d/phdthesis.pdf"
"Parallel technology tools and resources","P Pecina, A Toral, G Thurmair, A Way, C Schnober - 2014 - repositori.upf.edu",2014,"https://repositori.upf.edu/handle/10230/22518","https://repositori.upf.edu/bitstream/handle/10230/22518/PANACEA_D5.1.pdf?sequence=1"
"Translanguaging and Translation","Z Hua, L Wei, D Jankowicz-Pytel - birmingham.ac.uk",NA,"http://www.birmingham.ac.uk/generic/tlang/documents/translating-culture-in-multilingual-karate-clubs.pdf","http://www.birmingham.ac.uk/generic/tlang/documents/translating-culture-in-multilingual-karate-clubs.pdf"
"Exhibit labels: An interpretive approach","B Serrell - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=LZucCQAAQBAJ&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=kQu4kb3fBq&sig=YjVac1aYBwl-5jsv8J1TfV6rUYI",NA
"Stemming resource-poor Indian languages","N Saharia, U Sharma, J Kalita - ACM Transactions on Asian Language  …, 2014 - dl.acm.org",2014,"http://dl.acm.org/citation.cfm?id=2629670",NA
"Against Plagiarism","YH Zhang - Springer",NA,"http://link.springer.com/content/pdf/10.1007/978-3-319-24160-9.pdf",NA
"Traveling Conceptualizations: A cognitive and anthropological linguistic study of Jamaican","A Hollington - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=DhdmCgAAQBAJ&oi=fnd&pg=PR1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=jIs2kHs2y0&sig=Wez8rlWpULRqV-9NYPBtIDWbKEk",NA
"Access to recorded interviews: A research agenda","FD Jong, DW Oard, W Heeren… - Journal on Computing and  …, 2008 - dl.acm.org",2008,"http://dl.acm.org/citation.cfm?id=1367083","http://eprints.eemcs.utwente.nl/12910/01/jocch2008_dejongoardheerenordelman.pdf"
"Education in the language of conflict: Linguistic and social practice among Sri Lankan ethnic minority youth","CP Davis - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/891b16b8f14fdf682d85b4976cf3e415/1?pq-origsite=gscholar&cbl=18750&diss=y","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/84585/cpd_1.pdf%3Bsequence=1"
"Literacy and power","H Janks - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=qLCJIgWyxigC&oi=fnd&pg=PA1909&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=jgwujxWJcl&sig=TzLQlWLDKziZWQdzRcFWsg4_lOE",NA
"Branding linguistics: Or what Coca-Cola and Chinese bakeries have in common","US Goh - Intellectual Property Journal, 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/1b6b8ac4b6b7017c4d8c1443b1e543d8/1?pq-origsite=gscholar&cbl=46743",NA
"Speech Processing and Recognition (SPaRe)","DM Hoeferlin, BM Ore, SA Thorn, D Snyder - 2011 - dtic.mil",2011,"http://www.dtic.mil/get-tr-doc/pdf?AD=ADA540142","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA540142"
"Specialised Translation: Shedding the'non-literary'Tag","M Rogers - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=gfu_CQAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=ztXI1jyjns&sig=4_uhd9xUAPi4atis4OC6OEPHQ3E",NA
"Lexical transfer and avoidance in the acquisition of English phrasal verbs","A Kharitonova - 2013 - duo.uio.no",2013,"https://www.duo.uio.no/handle/10852/37028","https://www.duo.uio.no/bitstream/handle/10852/37028/Kharitonova-Master.pdf%3Fsequence%3D1"
"LEPOR: An Augmented Machine Translation Evaluation Metric","L Han - arXiv preprint arXiv:1703.08748, 2017 - arxiv.org",2017,"https://arxiv.org/abs/1703.08748","https://arxiv.org/pdf/1703.08748"
"The relative contribution of input modification, learner awareness, and individual differences to second language construction learning","DO Jackson - 2014 - scholarspace.manoa.hawaii.edu",2014,"http://scholarspace.manoa.hawaii.edu/handle/10125/100336","http://scholarspace.manoa.hawaii.edu/bitstream/10125/100336/1/Jackson_Daniel_r.pdf"
"Keywords in language and literacy","R Carter - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=umMOZXQZDGQC&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=zaDwLsDCt-&sig=i69uZEYmsXcVcei059M5z2XtlBE",NA
"Language testing washback: The role of materials","M Bailey, H Masuhara - …  linguistics and materials development, 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=o2VsXDWX0k4C&oi=fnd&pg=PA303&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=NuizXdTI8k&sig=qleHjfxhK1DVc5-crABdjPMWrZw",NA
"Multilingual Students' Management of Transnational Identities in Online Participatory Sites","O Solmaz - 2015 - arizona.openrepository.com",2015,"http://arizona.openrepository.com/arizona/handle/10150/560921","https://arizona.openrepository.com/arizona/bitstream/10150/560921/1/azu_etd_14015_sip1_m.pdf"
"Language for specific purposes","S Gollin-Kies, DR Hall, SH Moore - 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=wJGkCgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=AcOhQ_9kYa&sig=OVmIFaC7RMFEXfG6Ujc-ViwvT-o",NA
"Language Journal, 1916-2000","C CHAUDRON - JSTOR",NA,"http://www.jstor.org/stable/pdf/330376.pdf",NA
"Hindi dependency parsing and treebank validation","BR Ambati - Master's, 2011 - web2py.iiit.ac.in",2011,"http://web2py.iiit.ac.in/publications/default/download/mastersthesis.pdf.b19341bdb990b97b.616d626174695468657369732e706466.pdf","http://web2py.iiit.ac.in/publications/default/download/mastersthesis.pdf.b19341bdb990b97b.616d626174695468657369732e706466.pdf"
"Exploratory relation extraction in large multilingual data","A Akbik - 2016 - depositonce.tu-berlin.de",2016,"https://www.depositonce.tu-berlin.de/handle/11303/5836","https://www.depositonce.tu-berlin.de/bitstream/11303/5836/6/akbik_alan.pdf"
"Question answering","I Habernal, M Konop,2012,"http://books.google.com/books?hl=en&lr=&id=M6KeBQAAQBAJ&oi=fnd&pg=PA304&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=N8mQBWoTPU&sig=UmzkL35k-wGV6tuId1wOrJvF0Fc",NA
"Children learning second languages","A Pinter - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=L_KADAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=5NrgumJeos&sig=tOL2izi3eS9NZGC7ItwKwhckc4M","http://www.academia.edu/download/32859955/Children_learning_second_languages.pdf"
"Causes of language change","S Luraghi - continuum Companion to Historical Linguistics, 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=u1oSBwAAQBAJ&oi=fnd&pg=PA358&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=bka6DKUqW_&sig=3y-VGWkw8PXq-zQ9EYuI48-nf7Y",NA
"Multilingualism, literacy and dyslexia: A challenge for educators","L Peer, G Reid - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=-aoABAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=M-R-6fDnfW&sig=GPr7z27HRvNxbr7suAcBCEmzEeE",NA
"Opinion Extraction and Summarization from Text Documents in Bengali","A Das - 2011 - academia.edu",2011,"http://www.academia.edu/download/35991850/Amitava_Das_PHD_Thesis.pdf","http://www.academia.edu/download/35991850/Amitava_Das_PHD_Thesis.pdf"
"A study of cross-cultural communication among internationally educated Taiwanese nurses in the United States","YYC Ho - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/36f811030b31abfab4bf41ed71c70c2c/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"A Survey on Visual Approaches for Analyzing Scientific Literature and Patents","P Federico, F Heimerl, S Koch… - IEEE transactions on  …, 2016 - ieeexplore.ieee.org",2016,"http://ieeexplore.ieee.org/abstract/document/7570239/",NA
"Steering the Information Society Development as a Vision-based, Multi-stakeholder Process","H Dragomirescu, FG Filip - Computer Science, 2013 - ibn.idsi.md",2013,"https://ibn.idsi.md/sites/default/files/j_nr_file/21_3_63_2013.pdf","https://ibn.idsi.md/sites/default/files/j_nr_file/21_3_63_2013.pdf"
"Lexical processing in second language learners: papers and perspectives in honour of Paul Meara","T Fitzpatrick, A Barfield - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=S6YF-0MXlBMC&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=cOUlIQu10n&sig=O-ojl744DdBlonq3j_N134D_j1g",NA
"Translation as Collaboration: Virginia Woolf, Katherine Mansfield and SS Koteliansky","C Davison - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=xVCrBgAAQBAJ&oi=fnd&pg=PP4&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=fRyydWNS8U&sig=Sp-wXLAEUEHfF_mcqKLeg0A-Kmg",NA
"English in the linguistic landscape of Hong Kong: a case study of shop signs and linguistic competence","AM Finzel - 2012 - publishup.uni-potsdam.de",2012,"https://publishup.uni-potsdam.de/files/6242/finzel_diss.pdf","https://publishup.uni-potsdam.de/files/6242/finzel_diss.pdf"
"Confidence Measures for Alignment and for Machine Translation","Y Xu - 2016 - theses.fr",2016,"http://www.theses.fr/2016SACLS270","http://www.theses.fr/2016SACLS270.pdf"
"Bilingual cognition: An introduction","AMB de Groot - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=zv15AgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=SAp7JwasFh&sig=Aq8LTe6foWLYLxTe-XRd236sc-I",NA
"Literacy and deafness: Listening and spoken language","L Robertson - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=7dozBwAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Cs1WAtCn7G&sig=A3-1AJvaBsKnZY_i_UY-bwG3IRs","https://pdfs.semanticscholar.org/468c/be3eb71e5d0ce7bab08b3187b991d446a606.pdf"
"A Neurophysiologically-Inspired Statistical Language Model","J Dehdari - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/4f543502b326c217e2da0d373d250cbf/1?pq-origsite=gscholar&cbl=18750&diss=y","https://etd.ohiolink.edu/!etd.send_file?accession=osu1399071363&disposition=inline"
"Language and Law","A Mooney - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=Tu0cBQAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=_ahgNv7I2D&sig=LJiGmNK8ccYrSguLec0PeEqVo4o",NA
"Clinical linguistics","D Crystal - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=AYC4BgAAQBAJ&oi=fnd&pg=PP11&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=cqNQu3iMkm&sig=4BCPcwMNvJAPeD1Gg325h8d6Zwc",NA
"Identity construction, second language writers, and the writing center","M Cox - Tutoring second language writers, 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=X5TgCwAAQBAJ&oi=fnd&pg=PA53&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=YhkEc4LXHe&sig=rnvYp1zZlbF8Zjtt8g9hC-XXO5o",NA
"Source Language of Lexical Transfer in Multilingual Learners","H Neuser - diva-portal.org",NA,"http://www.diva-portal.org/smash/get/diva2:1090231/FULLTEXT02","http://www.diva-portal.org/smash/get/diva2:1090231/FULLTEXT02"
"A model for information retrieval driven by conceptual spaces","D Tanase - 2015 - westminsterresearch.wmin.ac.uk",2015,"http://westminsterresearch.wmin.ac.uk/id/eprint/15453","http://westminsterresearch.wmin.ac.uk/15453/1/tanase_diana_thesis2015.pdf"
